Nome,Tipo,Iteracao,True_Positive,True_Negative,False_Positive,False_Negative
0.5,Teste,17,0,549,0,172
0.5,Teste,18,0,521,1,199
0.5,Teste,19,1,519,0,201
0.6,Teste,0,7,526,2,187
0.6,Teste,1,3,527,5,186
0.6,Teste,2,4,518,5,194
0.6,Teste,3,2,516,10,193
0.6,Teste,4,1,520,3,197
0.6,Teste,5,3,529,4,185
0.6,Teste,6,1,524,9,187
0.6,Teste,7,3,542,7,169
0.6,Teste,8,4,518,4,195
0.6,Teste,9,4,510,9,198
0.6,Teste,10,1,527,1,193
0.6,Teste,11,0,532,0,189
0.6,Teste,12,0,523,0,198
0.6,Teste,13,0,526,0,195
0.6,Teste,14,1,523,0,197
0.6,Teste,15,0,533,0,188
0.6,Teste,16,2,533,0,186
0.6,Teste,17,0,549,0,172
0.6,Teste,18,0,521,1,199
0.6,Teste,19,0,519,0,202
0.7,Teste,0,6,526,2,188
0.7,Teste,1,2,530,2,187
0.7,Teste,2,4,519,4,194
0.7,Teste,3,2,521,5,193
0.7,Teste,4,1,522,1,197
0.7,Teste,5,2,529,4,186
0.7,Teste,6,1,525,8,187
0.7,Teste,7,3,543,6,169
0.7,Teste,8,3,519,3,196
0.7,Teste,9,4,510,9,198
0.7,Teste,10,0,527,1,194
0.7,Teste,11,0,532,0,189
0.7,Teste,12,0,523,0,198
0.7,Teste,13,0,526,0,195
0.7,Teste,14,1,523,0,197
0.7,Teste,15,0,533,0,188
0.7,Teste,16,1,533,0,187
0.7,Teste,17,0,549,0,172
0.7,Teste,18,0,521,1,199
0.7,Teste,19,0,519,0,202
0.8,Teste,0,4,527,1,190
0.8,Teste,1,2,530,2,187
0.8,Teste,2,4,519,4,194
0.8,Teste,3,0,523,3,195
0.8,Teste,4,0,522,1,198
0.8,Teste,5,1,530,3,187
0.8,Teste,6,1,528,5,187
0.8,Teste,7,2,546,3,170
0.8,Teste,8,3,520,2,196
0.8,Teste,9,4,512,7,198
0.8,Teste,10,0,528,0,194
0.8,Teste,11,0,532,0,189
0.8,Teste,12,0,523,0,198
0.8,Teste,13,0,526,0,195
0.8,Teste,14,1,523,0,197
0.8,Teste,15,0,533,0,188
0.8,Teste,16,1,533,0,187
0.8,Teste,17,0,549,0,172
0.8,Teste,18,0,521,1,199
0.8,Teste,19,0,519,0,202
0.9,Teste,0,3,528,0,191
0.9,Teste,1,1,531,1,188
0.9,Teste,2,3,520,3,195
0.9,Teste,3,0,525,1,195
0.9,Teste,4,0,522,1,198
0.9,Teste,5,0,531,2,188
0.9,Teste,6,1,530,3,187
0.9,Teste,7,1,546,3,171
0.9,Teste,8,1,520,2,198
0.9,Teste,9,3,513,6,199
0.9,Teste,10,0,528,0,194
0.9,Teste,11,0,532,0,189
0.9,Teste,12,0,523,0,198
0.9,Teste,13,0,526,0,195
0.9,Teste,14,1,523,0,197
0.9,Teste,15,0,533,0,188
0.9,Teste,16,1,533,0,187
0.9,Teste,17,0,549,0,172
0.9,Teste,18,0,522,0,199
0.9,Teste,19,0,519,0,202
1.0,Teste,0,2,528,0,192
1.0,Teste,1,1,531,1,188
1.0,Teste,2,3,520,3,195
1.0,Teste,3,0,525,1,195
1.0,Teste,4,0,523,0,198
1.0,Teste,5,0,531,2,188
1.0,Teste,6,1,531,2,187
1.0,Teste,7,1,546,3,171
1.0,Teste,8,0,521,1,199
1.0,Teste,9,2,515,4,200
1.0,Teste,10,0,528,0,194
1.0,Teste,11,0,532,0,189
1.0,Teste,12,0,523,0,198
1.0,Teste,13,0,526,0,195
1.0,Teste,14,1,523,0,197
1.0,Teste,15,0,533,0,188
1.0,Teste,16,1,533,0,187
1.0,Teste,17,0,549,0,172
1.0,Teste,18,0,522,0,199
1.0,Teste,19,0,519,0,202
0.1,Treino,0,1729,634,4126,0
0.1,Treino,1,1734,624,4132,0
0.1,Treino,2,1724,616,4149,1
0.1,Treino,3,1728,637,4125,0
0.1,Treino,4,1725,619,4146,0
0.1,Treino,5,1735,618,4137,0
0.1,Treino,6,1735,621,4134,0
0.1,Treino,7,1750,628,4111,1
0.1,Treino,8,1724,636,4130,0
0.1,Treino,9,1721,622,4147,0
0.1,Treino,10,1729,568,4192,0
0.1,Treino,11,1734,563,4193,0
0.1,Treino,12,1725,529,4236,0
0.1,Treino,13,1728,583,4179,0
0.1,Treino,14,1725,542,4223,0
0.1,Treino,15,1735,570,4185,0
0.1,Treino,16,1734,555,4200,1
0.1,Treino,17,1751,582,4157,0
0.1,Treino,18,1724,543,4223,0
0.1,Treino,19,1719,490,4279,2
0.2,Treino,0,1699,1030,3730,30
0.2,Treino,1,1713,1015,3741,21
0.2,Treino,2,1696,978,3787,29
0.2,Treino,3,1707,1026,3736,21
0.2,Treino,4,1703,983,3782,22
0.2,Treino,5,1713,1010,3745,22
0.2,Treino,6,1709,997,3758,26
0.2,Treino,7,1719,1000,3739,32
0.2,Treino,8,1702,982,3784,22
0.2,Treino,9,1695,978,3791,26
0.2,Treino,10,1729,674,4086,0
0.2,Treino,11,1733,674,4082,1
0.2,Treino,12,1720,698,4067,5
0.2,Treino,13,1728,711,4051,0
0.2,Treino,14,1725,662,4103,0
0.2,Treino,15,1735,683,4072,0
0.2,Treino,16,1730,680,4075,5
0.2,Treino,17,1751,698,4041,0
0.2,Treino,18,1721,678,4088,3
0.2,Treino,19,1713,631,4138,8
0.3,Treino,0,502,4213,547,1227
0.3,Treino,1,513,4199,557,1221
0.3,Treino,2,516,4224,541,1209
0.3,Treino,3,529,4203,559,1199
0.3,Treino,4,509,4230,535,1216
0.3,Treino,5,513,4201,554,1222
0.3,Treino,6,526,4203,552,1209
0.3,Treino,7,512,4138,601,1239
0.3,Treino,8,490,4210,556,1234
0.3,Treino,9,507,4235,534,1214
0.3,Treino,10,298,4648,112,1431
0.3,Treino,11,319,4626,130,1415
0.3,Treino,12,287,4645,120,1438
0.3,Treino,13,294,4642,120,1434
0.3,Treino,14,316,4665,100,1409
0.3,Treino,15,298,4642,113,1437
0.3,Treino,16,279,4623,132,1456
0.3,Treino,17,302,4629,110,1449
0.3,Treino,18,301,4642,124,1423
0.3,Treino,19,312,4611,158,1409
0.4,Treino,0,334,4559,201,1395
0.4,Treino,1,315,4562,194,1419
0.4,Treino,2,319,4558,207,1406
0.4,Treino,3,306,4559,203,1422
0.4,Treino,4,318,4583,182,1407
0.4,Treino,5,338,4551,204,1397
0.4,Treino,6,326,4571,184,1409
0.4,Treino,7,290,4537,202,1461
0.4,Treino,8,322,4570,196,1402
0.4,Treino,9,320,4575,194,1401
0.4,Treino,10,258,4710,50,1471
0.4,Treino,11,267,4703,53,1467
0.4,Treino,12,241,4721,44,1484
0.4,Treino,13,249,4705,57,1479
0.4,Treino,14,270,4725,40,1455
0.4,Treino,15,232,4709,46,1503
0.4,Treino,16,232,4700,55,1503
0.4,Treino,17,255,4703,36,1496
0.4,Treino,18,260,4717,49,1464
0.4,Treino,19,275,4700,69,1446
0.5,Treino,0,247,4689,71,1482
0.5,Treino,1,242,4694,62,1492
0.5,Treino,2,221,4699,66,1504
0.5,Treino,3,227,4703,59,1501
0.5,Treino,4,237,4708,57,1488
0.5,Treino,5,247,4680,75,1488
0.5,Treino,6,247,4690,65,1488
0.5,Treino,7,222,4666,73,1529
0.5,Treino,8,226,4699,67,1498
0.5,Treino,9,229,4706,63,1492
0.5,Treino,10,242,4745,15,1487
0.5,Treino,11,255,4737,19,1479
0.5,Treino,12,224,4749,16,1501
0.5,Treino,13,238,4743,19,1490
0.5,Treino,14,254,4750,15,1471
0.5,Treino,15,214,4741,14,1521
0.5,Treino,16,218,4733,22,1517
0.5,Treino,17,238,4729,10,1513
0.5,Treino,18,245,4745,21,1479
0.5,Treino,19,261,4744,25,1460
0.6,Treino,0,189,4743,17,1540
0.6,Treino,1,195,4736,20,1539
0.6,Treino,2,182,4749,16,1543
0.6,Treino,3,180,4739,23,1548
0.6,Treino,4,184,4747,18,1541
0.6,Treino,5,184,4740,15,1551
0.6,Treino,6,191,4737,18,1544
0.6,Treino,7,176,4724,15,1575
0.6,Treino,8,187,4747,19,1537
0.6,Treino,9,192,4745,24,1529
0.6,Treino,10,234,4758,2,1495
0.6,Treino,11,241,4750,6,1493
0.6,Treino,12,218,4758,7,1507
0.6,Treino,13,224,4759,3,1504
0.6,Treino,14,232,4761,4,1493
0.6,Treino,15,204,4755,0,1531
0.6,Treino,16,209,4751,4,1526
0.6,Treino,17,228,4736,3,1523
0.6,Treino,18,232,4758,8,1492
0.6,Treino,19,244,4759,10,1477
0.7,Treino,0,153,4759,1,1576
0.7,Treino,1,160,4752,4,1574
0.7,Treino,2,148,4760,5,1577
0.7,Treino,3,151,4759,3,1577
0.7,Treino,4,153,4761,4,1572
0.7,Treino,5,154,4750,5,1581
0.7,Treino,6,158,4752,3,1577
0.7,Treino,7,133,4737,2,1618
0.7,Treino,8,146,4762,4,1578
0.7,Treino,9,155,4765,4,1566
0.7,Treino,10,224,4760,0,1505
0.7,Treino,11,226,4755,1,1508
0.7,Treino,12,212,4764,1,1513
0.7,Treino,13,212,4762,0,1516
0.7,Treino,14,224,4765,0,1501
0.7,Treino,15,200,4755,0,1535
0.7,Treino,16,196,4755,0,1539
0.7,Treino,17,222,4737,2,1529
0.7,Treino,18,216,4765,1,1508
0.7,Treino,19,229,4764,5,1492
0.8,Treino,0,123,4759,1,1606
0.8,Treino,1,130,4756,0,1604
0.8,Treino,2,120,4764,1,1605
0.8,Treino,3,123,4762,0,1605
0.8,Treino,4,129,4765,0,1596
0.8,Treino,5,121,4754,1,1614
0.8,Treino,6,137,4755,0,1598
0.8,Treino,7,106,4739,0,1645
0.8,Treino,8,111,4764,2,1613
0.8,Treino,9,132,4769,0,1589
0.8,Treino,10,209,4760,0,1520
0.8,Treino,11,219,4756,0,1515
0.8,Treino,12,192,4765,0,1533
0.8,Treino,13,197,4762,0,1531
0.8,Treino,14,221,4765,0,1504
0.8,Treino,15,192,4755,0,1543
0.8,Treino,16,173,4755,0,1562
0.8,Treino,17,210,4738,1,1541
0.8,Treino,18,201,4766,0,1523
0.8,Treino,19,204,4764,5,1517
0.9,Treino,0,102,4760,0,1627
0.9,Treino,1,96,4756,0,1638
0.9,Treino,2,91,4765,0,1634
0.9,Treino,3,105,4762,0,1623
0.9,Treino,4,100,4765,0,1625
0.9,Treino,5,97,4755,0,1638
0.9,Treino,6,107,4755,0,1628
0.9,Treino,7,86,4739,0,1665
0.9,Treino,8,91,4765,1,1633
0.9,Treino,9,104,4769,0,1617
0.9,Treino,10,196,4760,0,1533
0.9,Treino,11,195,4756,0,1539
0.9,Treino,12,169,4765,0,1556
0.9,Treino,13,182,4762,0,1546
0.9,Treino,14,205,4765,0,1520
0.9,Treino,15,179,4755,0,1556
0.9,Treino,16,147,4755,0,1588
0.9,Treino,17,201,4739,0,1550
0.9,Treino,18,183,4766,0,1541
0.9,Treino,19,167,4766,3,1554
1.0,Treino,0,51,4760,0,1678
1.0,Treino,1,49,4756,0,1685
1.0,Treino,2,45,4765,0,1680
1.0,Treino,3,52,4762,0,1676
1.0,Treino,4,54,4765,0,1671
1.0,Treino,5,51,4755,0,1684
1.0,Treino,6,55,4755,0,1680
1.0,Treino,7,54,4739,0,1697
1.0,Treino,8,48,4766,0,1676
1.0,Treino,9,47,4769,0,1674
1.0,Treino,10,111,4760,0,1618
1.0,Treino,11,111,4756,0,1623
1.0,Treino,12,97,4765,0,1628
1.0,Treino,13,101,4762,0,1627
1.0,Treino,14,106,4765,0,1619
1.0,Treino,15,97,4755,0,1638
1.0,Treino,16,91,4755,0,1644
1.0,Treino,17,114,4739,0,1637
1.0,Treino,18,110,4766,0,1614
1.0,Treino,19,113,4768,1,1608
